path,balance_y1,rate_y1,rate_shift,core_ratio,eve_path,nii_path,dEVE_path,dNII_path,worst_dEVE,worst_dNII
384,17842.71317896385,0.046682716092836904,0.009182716092836905,0.8324326499620353,17730.188584187003,838.5160255563428,-823.1177716229286,133.04953712422594,-869.1753411608915,-223.80472645505097
385,20096.429759082308,0.03601120315636777,-0.0014887968436322271,0.9288923013218889,19986.721630782762,730.6967592533781,1433.415274972831,25.23027082126123,1374.8673241046345,-376.69832436038496
386,13680.389641623991,0.044465905927810696,0.006965905927810698,0.8990286480604776,13591.629614542706,612.922976528032,-4961.676741267225,-92.54351190408488,-4999.864563575009,-366.1513047365647
387,23630.06894284839,0.04264753819045227,0.005147538190452272,0.918312452121324,23479.734129256172,1015.9015276876273,4926.427773446241,310.43503925551045,4858.923389119518,-162.16633960145737
388,14507.151086099791,0.048190713379820116,0.010690713379820117,0.894089820780773,14405.956169288349,703.9738753813251,-4147.350186521582,-1.4926130507917605,-4187.439786992145,-291.63563477278745
389,24660.435273553736,0.029338215237297238,-0.00816178476270276,0.8219382194447846,24562.661599551815,731.0940163387346,6009.355243741884,25.62752790661773,5945.091545904212,-467.58117756445705
390,19164.781610139657,0.04601378244079589,0.00851378244079589,0.9073691663678537,19035.079016546933,888.3650378200166,481.7726607370023,182.89854938789972,427.89331694085195,-200.3970828148934
391,19338.813899624984,0.034872160935782645,-0.0026278390642173535,0.7893076910905831,19251.596483001496,680.1102210541343,698.2901271915653,-25.35626737798259,650.1941083278034,-412.1325453704822
392,13804.62388938074,0.04058032670887894,0.003080326708878943,0.7824746951135902,13733.08921719785,564.2467312281092,-4820.217138612081,-141.2197572040077,-4854.013780208506,-417.3122349916226
393,16917.993173070645,0.0348418395799842,-0.0026581604200157996,0.8925026462334217,16831.99867225905,595.1161504794649,-1721.30768355088,-110.35033795265201,-1768.769897617247,-448.7102014140649
394,18082.565619095167,0.04294948655191589,0.005449486551915891,0.8913318851790104,17970.076452284913,782.680877813906,-583.229903525018,77.21438938178915,-633.3775319283995,-284.43692300011423
395,20313.839397788495,0.03558438181457253,-0.001915618185427466,0.8936429009191907,20208.309706214048,729.6627778271082,1655.0033504041166,24.196289394991368,1597.9965984509217,-382.08049856077844
396,28544.712828886717,0.03196454717920056,-0.005535452820799439,0.9114970595344848,28408.522252687162,922.1755363269053,9855.215896877231,216.70904789478845,9773.16387752369,-354.1852086829458
397,21324.69777044606,0.029880469971428156,-0.007619530028571842,0.9242225942740051,21228.126914803932,644.5826339130838,2674.8205589940007,-60.88385451903309,2612.517199978447,-487.37780992795444
398,22468.65731171226,0.03482310956331063,-0.0026768904366893664,0.7902185346974282,22367.3488644692,789.0865654759795,3814.0425086592695,83.62007704386258,3758.0959019800175,-365.7530691903826
399,25275.254185979786,0.04506536849925906,0.007565368499259061,0.8234060059462867,25122.84199496477,1146.8429139326022,6569.535639154838,441.3764255004853,6504.854552636967,-64.12865821911043
